token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO087	0	0	0	gianni	gianni	_	_	_	_	_	linguistic	_	none	_	Begin=0.975	_	_	_	_
0-1	BO087	0	0	1	rossi.	rossi	_	_	_	_	_	linguistic	_	none	Intonation=Falling	End=2.19	_	_	_	_
1-0	BO087	1	1	0	per	per	_	_	_	_	_	linguistic	_	none	_	Begin=2.34	_	_	_	_
1-1	BO087	1	1	1	favo:re.	favore	_	_	_	_	_	linguistic	_	none	Intonation=Falling	End=3.22	3x1	_	_	_
2-0	BO087	2	2	0	°ah	ah	_	_	_	_	_	linguistic	_	none	Volume=low	Begin=20.88	_	_	_	_
2-1	BO087	2	2	1	np	np	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	_
2-2	BO087	2	2	2	è	è	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	_
2-3	BO087	2	2	3	vero.	vero	_	_	_	_	_	linguistic	_	none	Intonation=Falling|Volume=low	_	_	_	_	_
2-4	BO087	2	2	4	xxx	xxx	_	_	_	_	_	unknown	_	none	Volume=low|Syllables=3	_	_	_	_	_
2-5	BO087	2	2	5	no	no	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	_
2-6	BO087	2	2	6	no	no	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	_
2-7	BO087	2	2	7	la	la	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	_
2-8	BO087	2	2	8	faccio	faccio	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	_
2-9	BO087	2	2	9	passare	passare	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	_
2-10	BO087	2	2	10	un	un	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	_
2-11	BO087	2	2	11	attimo.	attimo	_	_	_	_	_	linguistic	_	none	Intonation=Falling|Volume=low	_	_	_	_	_
2-12	BO087	2	2	12	un	un	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	_
2-13	BO087	2	2	13	secondo	secondo	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	_
2-14	BO087	2	2	14	eh°	eh	_	_	_	_	_	linguistic	_	none	Volume=low	End=24.96	_	_	_	_
3-0	BO087	3	3	0	non	non	_	_	_	_	_	linguistic	_	none	_	Begin=25.9	_	_	_	_
3-1	BO087	3	3	1	mi	mi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-2	BO087	3	3	2	ricordavo	ricordavo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-3	BO087	3	3	3	mica,	mica	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	_	_	_	_	_
3-4	BO087	3	3	4	perché	perché	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-5	BO087	3	3	5	ero	ero	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-6	BO087	3	3	6	qui	qui	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-7	BO087	3	3	7	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-8	BO087	3	3	8	parlavo	parlavo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-9	BO087	3	3	9	di,	di	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=28.22	_	_	_	_
4-0	???	4	4	0	buongiorno	buongiorno	_	_	_	_	_	linguistic	_	none	_	Begin=28.545	_	_	_	_
4-1	???	4	4	1	professore	professore	_	_	_	_	_	linguistic	_	none	_	End=29.606	_	_	_	_
5-0	BO087	5	5	0	(salve)	salve	_	_	_	_	_	linguistic	_	none	_	Begin=29.606|End=30.191	_	_	0-5(0)	_
6-0	BO087	6	6	0	be:ne,	bene	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	Begin=30.705|End=31.15	1x1	_	_	_
7-0	BO087	7	7	0	e	e	_	_	_	_	_	linguistic	_	none	_	Begin=31.6	_	_	_	_
7-1	BO087	7	7	1	come	come	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-2	BO087	7	7	2	sta?	sta	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=32.359	_	_	_	_
8-0	???	8	8	0	bene.	bene	_	_	_	_	_	linguistic	_	none	Intonation=Falling	Begin=32.406|End=33.053	_	_	_	_
9-0	BO087	9	9	0	cosa	cosa	_	_	_	_	_	linguistic	_	none	_	Begin=33.19	_	_	_	_
9-1	BO087	9	9	1	fa	fa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-2	BO087	9	9	2	adesso?	adesso	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=34.26	_	_	_	_
10-0	BO087	10	10	0	due	due	_	_	_	_	_	linguistic	_	none	_	Begin=34.293	_	_	_	_
10-1	BO087	10	10	1	secondi,	secondi	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=35.045	_	_	_	_
11-0	???	11	11	0	dottorato	dottorato	_	_	_	_	_	linguistic	_	none	_	Begin=35.153	_	_	_	_
11-1	???	11	11	1	xxx	xxx	_	_	_	_	_	unknown	_	none	Syllables=3	_	_	_	_	_
11-2	???	11	11	2	xxx	xxx	_	_	_	_	_	unknown	_	none	Syllables=3	_	_	_	_	_
11-3	???	11	11	3	scritto.	scritto	_	_	_	_	_	linguistic	_	none	Intonation=Falling	_	_	_	_	_
11-4	???	11	11	4	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-5	???	11	11	5	so	so	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-6	???	11	11	6	se	se	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-7	???	11	11	7	se	se	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-8	???	11	11	8	ha	ha	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-9	???	11	11	9	visto	visto	_	_	_	_	_	linguistic	_	none	_	End=37.85	_	_	_	_
12-0	BO087	12	12	0	quando	quando	_	_	_	_	_	linguistic	_	none	_	Begin=37.892	_	_	_	_
12-1	BO087	12	12	1	mi	mi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-2	BO087	12	12	2	ha	ha	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-3	BO087	12	12	3	scritto?	scritto	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=39.009	_	_	_	_
13-0	???	13	13	0	avantieri	avantieri	_	_	_	_	_	linguistic	_	none	_	Begin=39.015	_	_	_	_
13-1	???	13	13	1	giorni	giorni	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-2	???	13	13	2	fa	fa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-3	???	13	13	3	e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-4	???	13	13	4	poi	poi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-5	???	13	13	5	gliel'	gliel'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
13-6	???	13	13	6	ho	ho	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
