token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO018	0	0	0	sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=0.575	_	_	_	_
0-1	TO018	0	0	1	no	no	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	TO018	0	0	2	no	no	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-3	TO018	0	0	3	lo	lo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-4	TO018	0	0	4	so	so	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-5	TO018	0	0	5	lo	lo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-6	TO018	0	0	6	so	so	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-7	TO018	0	0	7	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-8	TO018	0	0	8	lei	lei	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-9	TO018	0	0	9	assiste	assiste	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-10	TO018	0	0	10	ma	ma	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-11	TO018	0	0	11	lei	lei	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-12	TO018	0	0	12	si	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-13	TO018	0	0	13	chiama?	chiama	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=3.156	_	_	_	_
1-0	???	1	1	0	e::h	eh	_	_	_	_	_	linguistic	_	none	_	Begin=3.618|End=4.005	0x2	_	_	_
2-0	???	2	2	0	arancioni	arancioni	_	_	_	_	_	linguistic	_	none	_	Begin=4.84|End=5.286	_	_	_	_
3-0	???	3	3	0	ales[sio]	alessio	_	_	_	_	_	linguistic	_	none	_	Begin=5.463|End=6.051	_	_	_	4-7(0)
4-0	TO018	4	4	0	[ara]ncioni	arancioni	_	_	_	_	_	linguistic	_	none	_	Begin=5.81	_	_	_	0-3(0)
4-1	TO018	4	4	1	okay	okay	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	TO018	4	4	2	quindi	quindi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	TO018	4	4	3	ho,	ho	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=7.363	_	_	_	_
5-0	TO018	5	5	0	risolto	risolto	_	_	_	_	_	linguistic	_	none	_	Begin=8.111	_	_	_	_
5-1	TO018	5	5	1	il	il	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
