token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO021	0	d'	d'	linguistic	none	SpaceAfter=No	Begin=0.2	_	_	_	_
0-1	BO021	0	istruzioni	istruzioni	linguistic	none	_	_	_	_	_	_
0-2	BO021	0	va	va	linguistic	none	_	End=1.279	_	_	_	_
1-0	BO072	1	guarda	guarda	linguistic	none	_	Begin=1.279|End=2.142	_	_	_	_
2-0	BO072	2	che	che	linguistic	none	_	Begin=2.26	_	_	_	_
2-1	BO072	2	programma	programma	linguistic	none	_	_	_	_	_	_
2-2	BO072	2	è?	è	linguistic	none	Intonation=rising	End=3.336	_	_	_	_
3-0	BO071	3	si	si	linguistic	none	_	Begin=3.824	_	_	_	_
3-1	BO071	3	chiama	chiama	linguistic	none	_	_	_	_	_	_
3-2	BO071	3	mh::	mh	linguistic	none	_	_	1x2	_	_	_
3-3	BO071	3	zoom	zoom	linguistic	none	_	_	_	_	_	_
3-4	BO071	3	and	and	linguistic	none	_	_	_	_	_	_
3-5	BO071	3	rec[ord]	record	linguistic	none	_	End=7.409	_	_	_	3-6(0)
4-0	BO072	4	[si]	si	linguistic	none	_	Begin=7.129	_	_	_	0-2(0)
4-1	BO072	4	chiama	chiama	linguistic	none	_	_	_	_	_	_
4-2	BO072	4	u	u	linguistic	none	_	_	_	_	_	_
4-3	BO072	4	settecento	settecento	linguistic	none	_	_	_	_	_	_
4-4	BO072	4	settanta	settanta	linguistic	none	_	_	_	_	_	_
4-5	BO072	4	sette?	sette	linguistic	none	Intonation=rising	End=9.026	_	_	_	_
5-0	BO071	5	no.	no	linguistic	none	Intonation=falling	Begin=9.035|End=9.387	_	_	_	_
6-0	BO072	6	perché	perché	linguistic	none	_	Begin=9.39	_	_	_	_
6-1	BO072	6	dovrebbe	dovrebbe	linguistic	none	_	_	_	_	_	_
6-2	BO072	6	chiamarsi	chiamarsi	linguistic	none	_	_	_	_	_	_
6-3	BO072	6	u	u	linguistic	none	_	_	_	_	_	_
6-4	BO072	6	settecento	settecento	linguistic	none	_	_	_	_	_	_
6-5	BO072	6	settanta	settanta	linguistic	none	_	_	_	_	_	_
6-6	BO072	6	sette?	sette	linguistic	none	Intonation=rising	End=12.065	_	_	_	_
7-0	BO021	7	per	per	linguistic	none	_	Begin=12.065	_	_	_	_
7-1	BO021	7	quale	quale	linguistic	none	_	_	_	_	_	_
7-2	BO021	7	motivo?	motivo	linguistic	none	Intonation=rising	End=13.358	_	_	_	_
8-0	BO071	8	come	come	linguistic	none	_	Begin=13.46	_	_	_	_
8-1	BO071	8	per	per	linguistic	none	_	_	_	_	_	_
8-2	BO071	8	quale	quale	linguistic	none	_	_	_	_	_	_
8-3	BO071	8	motivo?	motivo	linguistic	none	Intonation=rising	End=14.786	_	_	_	_
9-0	BO071	9	perché?	perché	linguistic	none	Intonation=rising	Begin=14.82|End=15.52	_	_	_	_
10-0	BO072	10	non	non	linguistic	none	_	Begin=15.659	_	_	_	_
10-1	BO072	10	lo	lo	linguistic	none	_	_	_	_	_	_
10-2	BO072	10	so	so	linguistic	none	_	_	_	_	_	_
10-3	BO072	10	ma	ma	linguistic	none	_	_	_	_	_	_
10-4	BO072	10	io	io	linguistic	none	_	_	_	_	_	_
10-5	BO072	10	lo	lo	linguistic	none	_	_	_	_	_	_
10-6	BO072	10	chiamerei	chiamerei	linguistic	none	_	_	_	_	_	_
10-7	BO072	10	u	u	linguistic	none	_	_	_	_	_	_
10-8	BO072	10	settecento	settecento	linguistic	none	_	_	_	_	_	_
10-9	BO072	10	settanta	settanta	linguistic	none	_	_	_	_	_	_
10-10	BO072	10	s[ette],	sette	linguistic	none	Intonation=weakly_rising	End=17.94	_	_	_	1-5(1)
11-0	BO071	11	[okay	okay	linguistic	none	_	Begin=17.623	_	_	_	0-4(1)
11-1	BO071	11	ad]esso	adesso	linguistic	none	_	_	_	_	_	0-2(1)
11-2	BO071	11	adesso	adesso	linguistic	none	_	_	_	_	_	_
11-3	BO071	11	ufficilamente	ufficilamente	linguistic	none	_	_	_	_	_	_
11-4	BO071	11	possiamo	possiamo	linguistic	none	_	_	_	_	_	_
11-5	BO071	11	sparare	sparare	linguistic	none	_	_	_	_	_	_
11-6	BO071	11	un	un	linguistic	none	_	_	_	_	_	_
11-7	BO071	11	sacco	sacco	linguistic	none	_	_	_	_	_	_
11-8	BO071	11	di	di	linguistic	none	_	_	_	_	_	_
11-9	BO071	11	puttantate,	puttantate	linguistic	none	Intonation=weakly_rising	End=21.28	_	_	_	_
12-0	BO071	12	che	che	linguistic	none	_	Begin=21.766	_	_	_	_
12-1	BO071	12	a~	a~	linguistic	none	Interrupted=Yes	_	_	_	_	_
12-2	BO071	12	e	e	linguistic	none	_	_	_	_	_	_
12-3	BO071	12	maria	maria	linguistic	none	_	_	_	_	_	_
12-4	BO071	12	potrà	potrà	linguistic	none	_	_	_	_	_	_
12-5	BO071	12	usarle	usarle	linguistic	none	_	_	_	_	_	_
12-6	BO071	12	contro	contro	linguistic	none	_	_	_	_	_	_
12-7	BO071	12	di	di	linguistic	none	_	_	_	_	_	_
12-8	BO071	12	noi	noi	linguistic	none	_	_	_	_	_	_
12-9	BO071	12	ufficial[mente],	ufficialmente	linguistic	none	Intonation=weakly_rising	End=24.723	_	_	_	8-13(2)
13-0	BO021	13	[si]::	si	linguistic	none	_	Begin=24.31|End=25.02	1x2	_	_	0-2(2)
14-0	BO071	14	eee	eee	linguistic	none	_	Begin=25.02|End=25.548	_	_	_	_
15-0	BO072	15	e:::	e	linguistic	none	_	Begin=26.356|End=27.045	0x3	_	_	_
16-0	BO071	16	ci	ci	linguistic	none	_	Begin=27.389	_	_	_	_
16-1	BO071	16	sarà	sarà	linguistic	none	_	_	_	_	_	_
16-2	BO071	16	un	un	linguistic	none	_	_	_	_	_	_
16-3	BO071	16	modo	modo	linguistic	none	_	_	_	_	_	_
16-4	BO071	16	per	per	linguistic	none	_	_	_	_	_	_
16-5	BO071	16	metterlo	metterlo	linguistic	none	_	_	_	_	_	_
16-6	BO071	16	un	un	linguistic	none	_	_	_	_	_	_
16-7	BO071	16	pochino	pochino	linguistic	none	_	_	_	_	_	_
16-8	BO071	16	più	più	linguistic	none	_	_	_	_	_	_
16-9	BO071	16	comodo,	comodo	linguistic	none	Intonation=weakly_rising	End=29.607	_	_	_	_
17-0	BO021	17	tu	tu	linguistic	none	_	Begin=29.607	_	_	_	_
17-1	BO021	17	in	in	linguistic	none	_	_	_	_	_	_
17-2	BO021	17	teoria	teoria	linguistic	none	_	_	_	_	_	_
17-3	BO021	17	me	me	linguistic	none	_	_	_	_	_	_
17-4	BO021	17	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
17-5	BO021	17	hai	hai	linguistic	none	_	_	_	_	_	_
17-6	BO021	17	già	già	linguistic	none	_	_	_	_	_	_
17-7	BO021	17	firmata	firmata	linguistic	none	_	_	_	_	_	_
17-8	BO021	17	tu	tu	linguistic	none	_	_	_	_	_	_
17-9	BO021	17	me	me	linguistic	none	_	_	_	_	_	_
17-10	BO021	17	la	la	linguistic	none	_	_	_	_	_	_
17-11	BO021	17	devi	devi	linguistic	none	_	_	_	_	_	_
17-12	BO021	17	firmare,	firmare	linguistic	none	Intonation=weakly_rising	End=33.247	_	_	_	_
18-0	BO071	18	ma	ma	linguistic	none	_	Begin=33.247	_	_	_	_
18-1	BO071	18	io	io	linguistic	none	_	_	_	_	_	_
18-2	BO071	18	odio	odio	linguistic	none	_	_	_	_	_	_
18-3	BO071	18	firmare	firmare	linguistic	none	_	_	_	_	_	_
18-4	BO071	18	le	le	linguistic	none	_	_	_	_	_	_
18-5	BO071	18	cose	cose	linguistic	none	_	_	_	_	_	_
18-6	BO071	18	perché	perché	linguistic	none	_	_	_	_	_	_
18-7	BO071	18	c~	c~	linguistic	none	Interrupted=Yes	_	_	_	_	_
18-8	BO071	18	impone	impone	linguistic	none	_	_	_	_	_	_
18-9	BO071	18	che	che	linguistic	none	_	_	_	_	_	_
18-10	BO071	18	io	io	linguistic	none	_	_	_	_	_	_
18-11	BO071	18	devo	devo	linguistic	none	_	_	_	_	_	_
18-12	BO071	18	prendere	prendere	linguistic	none	_	_	_	_	_	_
18-13	BO071	18	un	un	linguistic	none	_	_	_	_	_	_
18-14	BO071	18	minimo	minimo	linguistic	none	_	_	_	_	_	_
18-15	BO071	18	di	di	linguistic	none	_	_	_	_	_	_
18-16	BO071	18	responsabilità	responsabilità	linguistic	none	_	_	_	_	_	_
18-17	BO071	18	anche	anche	linguistic	none	_	_	_	_	_	_
18-18	BO071	18	di	di	linguistic	none	_	_	_	_	_	_
18-19	BO071	18	me	me	linguistic	none	_	_	_	_	_	_
18-20	BO071	18	stesso	stesso	linguistic	none	_	_	_	_	_	_
18-21	BO071	18	e	e	linguistic	none	_	_	_	_	_	_
18-22	BO071	18	non	non	linguistic	none	_	_	_	_	_	_
18-23	BO071	18	ho	ho	linguistic	none	_	_	_	_	_	_
18-24	BO071	18	voglia,	voglia	linguistic	none	Intonation=weakly_rising	End=39.517	_	_	_	_
19-0	BO021	19	no	no	linguistic	none	_	Begin=39.617	_	_	_	_
19-1	BO021	19	ma	ma	linguistic	none	_	_	_	_	_	_
19-2	BO021	19	tranquillo	tranquillo	linguistic	none	_	_	_	_	_	_
19-3	BO021	19	dove	dove	linguistic	none	_	_	_	_	_	_
19-4	BO021	19	falliranno	falliranno	linguistic	none	_	_	_	_	_	_
19-5	BO021	19	le	le	linguistic	none	_	_	_	_	_	_
19-6	BO021	19	tue	tue	linguistic	none	_	_	_	_	_	_
19-7	BO021	19	responsabilità	responsabilità	linguistic	none	_	_	_	_	_	_
19-8	BO021	19	subentreranno	subentreranno	linguistic	none	_	_	_	_	_	_
19-9	BO021	19	quelle	quelle	linguistic	none	_	_	_	_	_	_
19-10	BO021	19	là	là	linguistic	none	_	End=44.746	_	_	_	_
20-0	BO021	20	prima	prima	linguistic	none	_	Begin=44.996	_	_	_	_
20-1	BO021	20	mia	mia	linguistic	none	_	_	_	_	_	_
20-2	BO021	20	e	e	linguistic	none	_	_	_	_	_	_
20-3	BO021	20	poi	poi	linguistic	none	_	_	_	_	_	_
20-4	BO021	20	di	di	linguistic	none	_	_	_	_	_	_
20-5	BO021	20	tutti	tutti	linguistic	none	_	_	_	_	_	_
20-6	BO021	20	quellì	quellì	linguistic	none	_	_	_	_	_	_
20-7	BO021	20	là	là	linguistic	none	_	_	_	_	_	_
20-8	BO021	20	dopo	dopo	linguistic	none	_	_	_	_	_	_
20-9	BO021	20	di	di	linguistic	none	_	_	_	_	_	_
20-10	BO021	20	me.	me	linguistic	none	Intonation=falling	End=47.316	_	_	_	_
21-0	BO021	21	non	non	linguistic	none	_	Begin=48.635	_	_	_	_
21-1	BO021	21	faremo	faremo	linguistic	none	_	_	_	_	_	_
21-2	BO021	21	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
21-3	BO021	21	no:n	non	linguistic	none	_	_	1x1	_	_	_
21-4	BO021	21	uscirà	uscirà	linguistic	none	_	_	_	_	_	_
21-5	BO021	21	niente	niente	linguistic	none	_	_	_	_	_	_
21-6	BO021	21	che	che	linguistic	none	_	_	_	_	_	_
21-7	BO021	21	ti	ti	linguistic	none	_	_	_	_	_	_
21-8	BO021	21	possa	possa	linguistic	none	_	_	_	_	_	_
21-9	BO021	21	recare	recare	linguistic	none	_	_	_	_	_	_
21-10	BO021	21	danno	danno	linguistic	none	_	_	_	_	_	_
21-11	BO021	21	a	a	linguistic	none	_	_	_	_	_	_
21-12	BO021	21	livello	livello	linguistic	none	_	_	_	_	_	_
21-13	BO021	21	legale	legale	linguistic	none	_	_	_	_	_	_
21-14	BO021	21	personale,	personale	linguistic	none	Intonation=weakly_rising	End=53.37	_	_	_	_
22-0	BO071	22	ottimo	ottimo	linguistic	none	_	Begin=53.37	_	_	_	_
22-1	BO071	22	ottimo,	ottimo	linguistic	none	Intonation=weakly_rising	End=54.194	_	_	_	_
23-0	BO072	23	è	è	linguistic	none	_	Begin=54.217	_	_	_	_
23-1	BO072	23	difficile	difficile	linguistic	none	_	_	_	_	_	_
23-2	BO072	23	perché	perché	linguistic	none	_	_	_	_	_	_
23-3	BO072	23	tutto	tutto	linguistic	none	_	_	_	_	_	_
23-4	BO072	23	quello	quello	linguistic	none	_	_	_	_	_	_
23-5	BO072	23	che	che	linguistic	none	_	_	_	_	_	_
23-6	BO072	23	dice	dice	linguistic	none	_	_	_	_	_	_
23-7	BO072	23	gli	gli	linguistic	none	_	_	_	_	_	_
23-8	BO072	23	reca	reca	linguistic	none	_	_	_	_	_	_
23-9	BO072	23	danno	danno	linguistic	none	_	_	_	_	_	_
23-10	BO072	23	a	a	linguistic	none	_	_	_	_	_	_
23-11	BO072	23	livello	livello	linguistic	none	_	_	_	_	_	_
23-12	BO072	23	personale	personale	linguistic	none	_	_	_	_	_	_
23-13	BO072	23	anche	anche	linguistic	none	_	_	_	_	_	_
23-14	BO072	23	legale,	legale	linguistic	none	Intonation=weakly_rising	End=57.888	_	_	_	_
24-0	BO072	24	legale	legale	linguistic	none	_	Begin=57.921	_	_	_	_
24-1	BO072	24	non	non	linguistic	none	_	_	_	_	_	_
24-2	BO072	24	lo	lo	linguistic	none	_	_	_	_	_	_
24-3	BO072	24	so	so	linguistic	none	_	End=58.794	_	_	_	_
25-0	BO071	25	legale	legale	linguistic	none	_	Begin=58.794	_	_	_	_
25-1	BO071	25	no	no	linguistic	none	_	_	_	_	_	_
25-2	BO071	25	molto	molto	linguistic	none	_	_	_	_	_	_
25-3	BO071	25	probabilmente	probabilmente	linguistic	none	_	_	_	_	_	_
25-4	BO071	25	no	no	linguistic	none	_	_	_	_	_	_
25-5	BO071	25	sono	sono	linguistic	none	_	_	_	_	_	_
25-6	BO071	25	sempre	sempre	linguistic	none	_	_	_	_	_	_
25-7	BO071	25	nell'	nell'	linguistic	none	SpaceAfter=No	_	_	_	_	_
25-8	BO071	25	ambito	ambito	linguistic	none	_	_	_	_	_	_
25-9	BO071	25	della	della	linguistic	none	_	_	_	_	_	_
25-10	BO071	25	legalità	legalità	linguistic	none	_	End=62.87	_	_	_	_
26-0	BO072	26	eh	eh	linguistic	none	_	Begin=62.87	_	_	_	_
26-1	BO072	26	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
26-2	BO072	26	è	è	linguistic	none	_	_	_	_	_	_
26-3	BO072	26	solo	solo	linguistic	none	_	_	_	_	_	_
26-4	BO072	26	quella	quella	linguistic	none	_	_	_	_	_	_
26-5	BO072	26	accusa	accusa	linguistic	none	_	_	_	_	_	_
26-6	BO072	26	di	di	linguistic	none	_	_	_	_	_	_
26-7	BO072	26	vandalismo	vandalismo	linguistic	none	_	_	_	_	_	_
26-8	BO072	26	pendente:,	pendente	linguistic	none	Intonation=weakly_rising	End=65.648	7x1	_	_	_
27-0	BO071	27	no::	no	linguistic	none	_	Begin=65.648|End=66.563	1x2	_	_	_
28-0	BO072	28	no?	no	linguistic	none	Intonation=rising	Begin=66.563|End=67.156	_	_	_	_
29-0	BO071	29	no.	no	linguistic	none	Intonation=falling	Begin=67.156|End=67.578	_	_	_	_
30-0	BO021	30	che	che	linguistic	none	_	Begin=67.682	_	_	_	_
30-1	BO021	30	accusa	accusa	linguistic	none	_	_	_	_	_	_
30-2	BO021	30	di	di	linguistic	none	_	_	_	_	_	_
30-3	BO021	30	vandalismo?	vandalismo	linguistic	none	Intonation=rising	End=69.22	_	_	_	_
31-0	BO071	31	((ride))	((ride))	nonverbalbehavior	none	_	Begin=69.259|End=70.023	_	_	_	_
32-0	BO072	32	quando	quando	linguistic	none	_	Begin=75.366	_	_	_	_
32-1	BO072	32	skatearo	skatearo	linguistic	none	_	End=77.069	_	_	_	_
33-0	BO071	33	<skatearo>	skatearo	linguistic	none	_	Begin=77.242	_	Slow=0-8(0)	_	_
33-1	BO071	33	bellissimo	bellissimo	linguistic	none	_	_	_	_	_	_
33-2	BO071	33	((ride))	((ride))	nonverbalbehavior	none	_	End=79.542	_	_	_	_
34-0	BO071	34	skatearo	skatearo	linguistic	none	_	Begin=79.662	_	_	_	_
34-1	BO071	34	questo	questo	linguistic	none	_	_	_	_	_	_
34-2	BO071	34	qua	qua	linguistic	none	_	_	_	_	_	_
34-3	BO071	34	è	è	linguistic	none	_	_	_	_	_	_
34-4	BO071	34	il	il	linguistic	none	_	_	_	_	_	_
34-5	BO071	34	neologismo	neologismo	linguistic	none	_	_	_	_	_	_
34-6	BO071	34	che	che	linguistic	none	_	_	_	_	_	_
34-7	BO071	34	sottolinea	sottolinea	linguistic	none	_	_	_	_	_	_
34-8	BO071	34	xxx	x	unknown	none	_	End=82.787	_	_	_	_
35-0	BO072	35	xxx	x	unknown	none	_	Begin=82.787	_	_	_	_
35-1	BO072	35	eroinomane	eroinomane	linguistic	none	_	_	_	_	_	_
35-2	BO072	35	skatearo	skatearo	linguistic	none	_	_	_	_	_	_
35-3	BO072	35	cocainomane	cocainomane	linguistic	none	_	End=85.766	_	_	_	_
36-0	BO021	36	((ride))	((ride))	nonverbalbehavior	none	_	Begin=85.872|End=86.289	_	_	_	_
37-0	BO071	37	cocainaro	cocainaro	linguistic	none	_	Begin=86.488	_	_	_	_
37-1	BO071	37	anche	anche	linguistic	none	_	_	_	_	_	_
37-2	BO071	37	via	via	linguistic	none	_	End=87.708	_	_	_	_
38-0	BO071	38	cocainaro	cocainaro	linguistic	none	_	Begin=87.743	_	_	_	_
38-1	BO071	38	paninaro,	paninaro	linguistic	none	Intonation=weakly_rising	End=89.05	_	_	_	_
39-0	BO021	39	oh	oh	linguistic	none	_	Begin=89.395	_	_	_	_
39-1	BO021	39	un	un	linguistic	none	_	_	_	_	_	_
39-2	BO021	39	mio	mio	linguistic	none	_	_	_	_	_	_
39-3	BO021	39	compagno	compagno	linguistic	none	_	_	_	_	_	_
39-4	BO021	39	di	di	linguistic	none	_	_	_	_	_	_
39-5	BO021	39	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
39-6	BO021	39	[]	x	unknown	none	_	_	_	_	_	_
39-7	BO021	39	un	un	linguistic	none	_	_	_	_	_	_
39-8	BO021	39	mio	mio	linguistic	none	_	_	_	_	_	_
39-9	BO021	39	compagno	compagno	linguistic	none	_	_	_	_	_	_
39-10	BO021	39	di	di	linguistic	none	_	_	_	_	_	_
39-11	BO021	39	classe	classe	linguistic	none	_	_	_	_	_	_
39-12	BO021	39	se	se	linguistic	none	_	_	_	_	_	_
39-13	BO021	39	n'	n'	linguistic	none	SpaceAfter=No	_	_	_	_	_
39-14	BO021	39	è	è	linguistic	none	_	_	_	_	_	_
39-15	BO021	39	uscito	uscito	linguistic	none	_	_	_	_	_	_
39-16	BO021	39	con	con	linguistic	none	_	_	_	_	_	_
39-17	BO021	39	i	i	linguistic	none	_	_	_	_	_	_
39-18	BO021	39	reppisti,	reppisti	linguistic	none	Intonation=weakly_rising	End=94.0	_	_	_	_
40-0	BO071	40	[kebabbaro],	kebabbaro	linguistic	none	Intonation=weakly_rising	Begin=89.927|End=90.724	_	_	_	0-9(3)
41-0	BO071	41	i	i	linguistic	none	_	Begin=94.0	_	_	_	_
41-1	BO071	41	reppisti	reppisti	linguistic	none	_	End=95.3	_	_	_	_
42-0	BO072	42	i	i	linguistic	none	_	Begin=95.3	_	_	_	_
42-1	BO072	42	reppisti	reppisti	linguistic	none	_	_	_	_	_	_
42-2	BO072	42	è	è	linguistic	none	_	_	_	_	_	_
42-3	BO072	42	peso,	peso	linguistic	none	Intonation=weakly_rising	End=96.564	_	_	_	_
43-0	BO021	43	i	i	linguistic	none	_	Begin=96.757	_	_	_	_
43-1	BO021	43	reppisti	reppisti	linguistic	none	_	_	_	_	_	_
43-2	BO021	43	è	è	linguistic	none	_	_	_	_	_	_
43-3	BO021	43	stato	stato	linguistic	none	_	_	_	_	_	_
43-4	BO021	43	terribile,	terribile	linguistic	none	Intonation=weakly_rising	End=99.01	_	_	_	_
44-0	BO072	44	i	i	linguistic	none	_	Begin=99.01	_	_	_	_
44-1	BO072	44	reppisti	reppisti	linguistic	none	_	_	_	_	_	_
44-2	BO072	44	è	è	linguistic	none	_	_	_	_	_	_
44-3	BO072	44	pesissimo,	pesissimo	linguistic	none	Intonation=weakly_rising	End=100.372	_	_	_	_
45-0	BO071	45	però	però	linguistic	none	_	Begin=102.314	_	_	_	_
45-1	BO071	45	in	in	linguistic	none	_	_	_	_	_	_
45-2	BO071	45	italiano	italiano	linguistic	none	_	_	_	_	_	_
45-3	BO071	45	come	come	linguistic	none	_	_	_	_	_	_
45-4	BO071	45	vuoi	vuoi	linguistic	none	_	_	_	_	_	_
45-5	BO071	45	dirlo?	dirlo	linguistic	none	Intonation=rising	End=103.94	_	_	_	_
46-0	BO021	46	rapper,	rapper	linguistic	none	Intonation=weakly_rising	Begin=103.96|End=104.637	_	_	_	_
47-0	BO021	47	rapper.	rapper	linguistic	none	Intonation=falling	Begin=104.637|End=105.527	_	_	_	_
48-0	BO072	48	eh	eh	linguistic	none	_	Begin=106.694	_	_	_	_
48-1	BO072	48	ci	ci	linguistic	none	_	_	_	_	_	_
48-2	BO072	48	sta	sta	linguistic	none	_	_	_	_	_	_
48-3	BO072	48	il	il	linguistic	none	_	_	_	_	_	_
48-4	BO072	48	rapper,	rapper	linguistic	none	Intonation=weakly_rising	End=107.869	_	_	_	_
49-0	BO071	49	anche	anche	linguistic	none	_	Begin=107.89	_	_	_	_
49-1	BO071	49	snowboarder?	snowboarder	linguistic	none	Intonation=rising	End=108.77	_	_	_	_
50-0	BO071	50	gli	gli	linguistic	none	_	Begin=109.52	_	_	_	_
50-1	BO071	50	snowboardisti,	snowboardisti	linguistic	none	Intonation=weakly_rising	End=110.74	_	_	_	_
51-0	BO072	51	gli	gli	linguistic	none	_	Begin=110.74	_	_	_	_
51-1	BO072	51	snowboardisti	snowboardisti	linguistic	none	_	_	_	_	_	_
51-2	BO072	51	fanno:,	fanno	linguistic	none	Intonation=weakly_rising	End=112.21	4x1	_	_	_
52-0	BO021	52	ho	ho	linguistic	none	_	Begin=112.21	_	_	_	_
52-1	BO021	52	sempre	sempre	linguistic	none	_	_	_	_	_	_
52-2	BO021	52	detto	detto	linguistic	none	_	_	_	_	_	_
52-3	BO021	52	snowboarder	snowboarder	linguistic	none	_	End=113.826	_	_	_	_
53-0	BO021	53	si	si	linguistic	none	_	Begin=113.903	_	_	_	_
53-1	BO021	53	ma	ma	linguistic	none	_	_	_	_	_	_
53-2	BO021	53	appunto	appunto	linguistic	none	_	_	_	_	_	_
53-3	BO021	53	dici	dici	linguistic	none	_	_	_	_	_	_
53-4	BO021	53	skater	skater	linguistic	none	_	_	_	_	_	_
53-5	BO021	53	non	non	linguistic	none	_	_	_	_	_	_
53-6	BO021	53	[dici	dici	linguistic	none	_	_	_	_	_	0-4(4)
53-7	BO021	53	skateisti],	skateisti	linguistic	none	Intonation=weakly_rising	End=116.861	_	_	_	0-9(4)
54-0	BO071	54	[come	come	linguistic	none	_	Begin=115.981	_	_	_	0-4(4)
54-1	BO071	54	si	si	linguistic	none	_	_	_	_	_	0-2(4)
