token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO045	0	°salve	salve	linguistic	none	Volume=low	Begin=4.82	_	_	_	_
0-1	BO045	0	(professores[sa)°]	professoressa	linguistic	none	Volume=low	End=5.58	_	_	0-13(0)	11-13(0)
1-0	BO026	1	[s]alve.	salve	linguistic	none	Intonation=falling	Begin=5.5|End=5.83	_	_	_	0-1(0)
2-0	BO026	2	abbiamo	abbiamo	linguistic	none	_	Begin=7.53	_	_	_	_
2-1	BO026	2	finito	finito	linguistic	none	_	_	_	_	_	_
2-2	BO026	2	ver[o]?	vero	linguistic	none	Intonation=rising	End=8.516	_	_	_	3-4(1)
3-0	BO045	3	[s]ì	sì	linguistic	none	_	Begin=8.406	_	_	_	0-1(1)
3-1	BO045	3	sono	sono	linguistic	none	_	_	_	_	_	_
3-2	BO045	3	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
3-3	BO045	3	ultima	ultima	linguistic	none	_	_	_	_	_	_
3-4	BO045	3	((ride))	((ride))	nonverbalbehavior	none	_	End=10.773	_	_	_	_
4-0	BO045	4	perché	perché	linguistic	none	_	Begin=11.643	_	_	_	_
4-1	BO045	4	eravamo	eravamo	linguistic	none	_	_	_	_	_	_
4-2	BO045	4	in	in	linguistic	none	_	_	_	_	_	_
4-3	BO045	4	cinque	cinque	linguistic	none	_	_	_	_	_	_
4-4	BO045	4	che	che	linguistic	none	_	_	_	_	_	_
4-5	BO045	4	stavamo	stavamo	linguistic	none	_	_	_	_	_	_
4-6	BO045	4	a~	a~	linguistic	none	Interrupted=Yes	_	_	_	_	_
4-7	BO045	4	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
4-8	BO045	4	aspettando	aspettando	linguistic	none	_	_	_	_	_	_
4-9	BO045	4	su,	su	linguistic	none	Intonation=weakly_rising	End=14.881	_	_	_	_
5-0	BO045	5	e	e	linguistic	none	_	Begin=15.19	_	_	_	_
5-1	BO045	5	invece	invece	linguistic	none	_	_	_	_	_	_
5-2	BO045	5	po[i	poi	linguistic	none	_	_	_	_	_	2-3(2)
5-3	BO045	5	alle	alle	linguistic	none	_	_	_	_	_	0-4(2)
5-4	BO045	5	quattro:]	quattro	linguistic	none	_	End=16.896	6x1	_	_	0-7(2)
6-0	BO026	6	[ah	ah	linguistic	none	_	Begin=15.83	_	_	_	0-2(2)
6-1	BO026	6	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	0-3(2)
6-2	BO026	6	quin~	quin~	linguistic	none	Interrupted=Yes	_	_	_	_	0-5(2)
6-3	BO026	6	e	e	linguistic	none	_	_	_	_	_	0-1(2)
6-4	BO026	6	non	non	linguistic	none	_	_	_	_	_	0-3(2)
6-5	BO026	6	ve]	ve	linguistic	none	_	_	_	_	_	0-2(2)
6-6	BO026	6	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
6-7	BO026	6	hanno	hanno	linguistic	none	_	_	_	_	_	_
6-8	BO026	6	detto	detto	linguistic	none	_	_	_	_	_	_
6-9	BO026	6	[in	in	linguistic	none	_	_	_	_	_	0-2(4)
6-10	BO026	6	portineria,	portineria	linguistic	none	Intonation=weakly_rising	_	_	_	_	0-10(4)
6-11	BO026	6	va]bbè	vabbè	linguistic	none	_	_	_	_	_	0-2(4)
6-12	BO026	6	devo	devo	linguistic	none	_	_	_	_	_	_
6-13	BO026	6	[mettere	mettere	linguistic	none	_	_	_	_	_	0-7(3)
6-14	BO026	6	il	il	linguistic	none	ProsodicLink=Yes	_	_	_	_	0-2(3)
6-15	BO026	6	m:h	mh	linguistic	none	_	_	0x1	_	_	0-2(3)
6-16	BO026	6	post]it.	postit	linguistic	none	Intonation=falling	End=20.125	_	_	_	0-4(3)
7-0	BO045	7	[e::h	eh	linguistic	none	_	Begin=17.633	0x2	_	_	0-2(4)
7-1	BO045	7	no].	no	linguistic	none	Intonation=falling	End=18.458	_	_	_	0-2(4)
8-0	BO045	8	[no	no	linguistic	none	_	Begin=18.846	_	_	_	0-2(3)
8-1	BO045	8	ma	ma	linguistic	none	_	_	_	_	_	0-2(3)
8-2	BO045	8	°fa	fa	linguistic	none	Volume=low	_	_	_	_	0-2(3)
8-3	BO045	8	niente°].	niente	linguistic	none	Intonation=falling|Volume=low	End=19.976	_	_	_	0-6(3)
