token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO151	0	~so	~so	linguistic	none	Interrupted=Yes	Begin=0.0	_	_	_	_
0-1	BO151	0	((ride))	((ride))	nonverbalbehavior	none	_	End=0.776	_	_	_	_
1-0	BO149	1	quindi	quindi	linguistic	none	_	Begin=0.9	_	_	_	_
1-1	BO149	1	nessuno	nessuno	linguistic	none	_	_	_	_	_	_
1-2	BO149	1	[sa	sa	linguistic	none	_	_	_	_	_	0-2(0)
1-3	BO149	1	xxare]?	xxare	linguistic	none	Intonation=rising	End=2.38	_	_	_	0-5(0)
2-0	BO150	2	[adoro	adoro	linguistic	none	_	Begin=1.41	_	_	_	0-5(0)
2-1	BO150	2	lo	lo	linguistic	none	_	_	_	_	_	0-2(0)
2-2	BO150	2	zucchero	zucchero	linguistic	none	_	_	_	_	_	0-8(0)
2-3	BO150	2	di	di	linguistic	none	_	_	_	_	_	0-2(0)
2-4	BO150	2	ca]nna.	canna	linguistic	none	Intonation=falling	End=2.78	_	_	_	0-2(0)
3-0	BO151	3	[a::h	ah	linguistic	none	_	Begin=2.78	0x2	_	_	0-2(1)
3-1	BO151	3	ma	ma	linguistic	none	_	_	_	_	_	0-2(1)
3-2	BO151	3	>alla	alla	linguistic	none	_	_	_	Fast=0-4(0)	_	0-4(1)
3-3	BO151	3	fine	fine	linguistic	none	_	_	_	Fast=0-4(0)	_	0-4(1)
3-4	BO151	3	mi	mi	linguistic	none	_	_	_	Fast=0-2(0)	_	0-2(1)
3-5	BO151	3	son	son	linguistic	none	_	_	_	Fast=0-3(0)	_	0-3(1)
3-6	BO151	3	dimenticato]<.	dimenticato	linguistic	none	Intonation=falling	End=4.56	_	Fast=0-11(0)	_	0-11(1)
4-0	BO150	4	[è	è	linguistic	none	_	Begin=2.838	_	_	_	0-1(1)
4-1	BO150	4	sicuramente	sicuramente	linguistic	none	_	_	_	_	_	0-11(1)
4-2	BO150	4	meglio	meglio	linguistic	none	_	_	_	_	_	0-6(1)
4-3	BO150	4	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	0-3(1)
4-4	BO150	4	che	che	linguistic	none	_	_	_	_	_	0-3(1)
4-5	BO150	4	lo	lo	linguistic	none	_	_	_	_	_	0-2(1)
4-6	BO150	4	zucchero	zucchero	linguistic	none	_	_	_	_	_	0-8(1)
4-7	BO150	4	no]r[male].	normale	linguistic	none	Intonation=falling	End=5.04	_	_	_	0-2(1),3-7(2)
5-0	BO149	5	[a:::h	ah	linguistic	none	_	Begin=4.6	0x3	_	_	0-2(2)
5-1	BO149	5	oka]y	okay	linguistic	none	_	End=5.32	_	_	_	0-3(2)
6-0	BO150	6	x	x	unknown	none	_	Begin=5.48|End=6.01	_	_	_	_
7-0	???	7	eh	eh	linguistic	none	_	Begin=6.06	_	_	_	_
7-1	???	7	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
7-2	???	7	(posso	posso	linguistic	none	_	_	_	_	0-5(0)	_
7-3	???	7	se	se	linguistic	none	_	_	_	_	0-2(0)	_
