token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO026	0	lei	lei	linguistic	none	_	Begin=1.73	_	_	_	_
0-1	BO026	0	è	è	linguistic	none	_	_	_	_	_	_
0-2	BO026	0	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
0-3	BO026	0	la	la	linguistic	none	_	_	_	_	_	_
0-4	BO026	0	sara?	sara	linguistic	none	Intonation=rising	End=3.12	_	_	_	_
1-0	BO043	1	sì.	sì	linguistic	none	Intonation=falling	Begin=3.12|End=3.488	_	_	_	_
2-0	BO026	2	allora	allora	linguistic	none	_	Begin=4.1	_	_	_	_
2-1	BO026	2	ho	ho	linguistic	none	_	_	_	_	_	_
2-2	BO026	2	iniziato	iniziato	linguistic	none	_	_	_	_	_	_
2-3	BO026	2	a	a	linguistic	none	_	_	_	_	_	_
2-4	BO026	2	leggere	leggere	linguistic	none	ProsodicLink=Yes	_	_	_	_	_
2-5	BO026	2	mh	mh	linguistic	none	_	_	_	_	_	_
2-6	BO026	2	il	il	linguistic	none	_	_	_	_	_	_
2-7	BO026	2	capitolo,	capitolo	linguistic	none	Intonation=weakly_rising	End=7.336	_	_	_	_
3-0	BO026	3	mi	mi	linguistic	none	_	Begin=7.46	_	_	_	_
3-1	BO026	3	sembra	sembra	linguistic	none	_	_	_	_	_	_
3-2	BO026	3	molto	molto	linguistic	none	_	_	_	_	_	_
3-3	BO026	3	ben	ben	linguistic	none	_	_	_	_	_	_
3-4	BO026	3	scritto.	scritto	linguistic	none	Intonation=falling	End=9.398	_	_	_	_
4-0	BO026	4	proporrò	proporrò	linguistic	none	_	Begin=9.788	_	_	_	_
4-1	BO026	4	proprio	proprio	linguistic	none	_	_	_	_	_	_
4-2	BO026	4	delle	delle	linguistic	none	_	_	_	_	_	_
4-3	BO026	4	variazioni	variazioni	linguistic	none	_	_	_	_	_	_
4-4	BO026	4	minime.	minime	linguistic	none	Intonation=falling	End=12.12	_	_	_	_
5-0	BO026	5	quello	quello	linguistic	none	_	Begin=12.173	_	_	_	_
5-1	BO026	5	che	che	linguistic	none	_	_	_	_	_	_
5-2	BO026	5	non	non	linguistic	none	_	_	_	_	_	_
5-3	BO026	5	eh	eh	linguistic	none	_	_	_	_	_	_
5-4	BO026	5	mi	mi	linguistic	none	_	_	_	_	_	_
5-5	BO026	5	sembrava,	sembrava	linguistic	none	Intonation=weakly_rising	End=14.22	_	_	_	_
6-0	BO026	6	che	che	linguistic	none	_	Begin=14.57	_	_	_	_
6-1	BO026	6	fosse:	fosse	linguistic	none	_	_	4x1	_	_	_
6-2	BO026	6	dov'	dov'	linguistic	none	SpaceAfter=No	_	_	_	_	_
6-3	BO026	6	è?	è	linguistic	none	Intonation=rising	End=15.91	_	_	_	_
7-0	BO026	7	aspetti	aspetti	linguistic	none	_	Begin=16.783	_	_	_	_
7-1	BO026	7	eh,	eh	linguistic	none	Intonation=weakly_rising	End=17.71	_	_	_	_
8-0	BO026	8	a:h	ah	linguistic	none	ProsodicLink=Yes	Begin=19.616	0x1	_	_	_
8-1	BO026	8	m:h	mh	linguistic	none	_	_	0x1	_	_	_
8-2	BO026	8	ma	ma	linguistic	none	_	_	_	_	_	_
8-3	BO026	8	è	è	linguistic	none	_	_	_	_	_	_
8-4	BO026	8	andata	andata	linguistic	none	_	_	_	_	_	_
