token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO027	0	>°buongiorno.°<	buongiorno	linguistic	none	Intonation=falling|Volume=low	Begin=2.36|End=2.92	_	Fast=0-10(0)	_	_
1-0	BO026	1	buongiorno.	buongiorno	linguistic	none	Intonation=falling	Begin=3.13|End=3.74	_	_	_	_
2-0	BO027	2	e::	e	linguistic	none	_	Begin=3.779	0x2	_	_	_
2-1	BO027	2	allora	allora	linguistic	none	_	_	_	_	_	_
2-2	BO027	2	io:	io	linguistic	none	_	_	1x1	_	_	_
2-3	BO027	2	avevo	avevo	linguistic	none	_	_	_	_	_	_
2-4	BO027	2	mandato	mandato	linguistic	none	_	_	_	_	_	_
2-5	BO027	2	delle	delle	linguistic	none	_	_	_	_	_	_
2-6	BO027	2	mail	mail	linguistic	none	_	_	_	_	_	_
2-7	BO027	2	e	e	linguistic	none	_	_	_	_	_	_
2-8	BO027	2	poi	poi	linguistic	none	_	_	_	_	_	_
2-9	BO027	2	si	si	linguistic	none	_	_	_	_	_	_
2-10	BO027	2	era	era	linguistic	none	_	_	_	_	_	_
2-11	BO027	2	interrotta	interrotta	linguistic	none	_	_	_	_	_	_
2-12	BO027	2	un	un	linguistic	none	_	_	_	_	_	_
2-13	BO027	2	po'	po'	linguistic	none	_	_	_	_	_	_
2-14	BO027	2	la	la	linguistic	none	_	_	_	_	_	_
2-15	BO027	2	comunicazione,	comunicazione	linguistic	none	Intonation=weakly_rising	End=8.662	_	_	_	_
3-0	BO027	3	p[er	per	linguistic	none	_	Begin=8.745	_	_	_	1-3(0)
3-1	BO027	3	due	due	linguistic	none	_	_	_	_	_	0-3(0)
3-2	BO027	3	saggi],	saggi	linguistic	none	Intonation=weakly_rising	End=9.901	_	_	_	0-5(0)
4-0	BO026	4	[°x	x	unknown	none	Volume=low	Begin=8.808	_	_	_	0-1(0)
4-1	BO026	4	xx	x	unknown	none	Volume=low	_	_	_	_	0-2(0)
4-2	BO026	4	(chi	chi	linguistic	none	Volume=low	_	_	_	0-3(0)	0-3(0)
4-3	BO026	4	è	è	linguistic	none	Volume=low	_	_	_	0-1(0)	0-1(0)
4-4	BO026	4	lei?)°]	lei	linguistic	none	Intonation=rising|Volume=low	End=9.889	_	_	0-3(0)	0-3(0)
5-0	BO027	5	rossi	rossi	linguistic	none	_	Begin=10.016	_	_	_	_
5-1	BO027	5	chiara	chiara	linguistic	none	_	End=11.028	_	_	_	_
6-0	BO027	6	per	per	linguistic	none	_	Begin=12.156	_	_	_	_
